ITA,BS,CATEGORY
fascina per peschiera (per la pesca di scazzoni e gamberetti),peschiéra,attrezzo
fascine di rametti secchi per mandare al bosco i bachi da seta,boghècc,
fascine grosse e lunghe,fasinòcc,
fascine lunghe,fasì,
fascine lunghe,masòcc,
"fascio, fastello",fas,
fastidio (levare il),sbratà,
fatalità,rilìa,arcaico
fatica,traài,
fatti,facc,
fattoria,maserìa,
fava,fàa,
favilla,falià,
favo,pàna de le àe,
"favo, vespaio",pa de le èspe,
fazzoletto,fasöl,
fazzoletto,fasolèt,
febbraio,febrér,
febbre,féër,
febbre altissima,féër de caàl,
febbriciattola,gninèta,
febbriciattola,lérgna,arcaico
febbriciattola,febràtola,
febbriciattola,feerèta,
feccia,fèsa,arcaico
"fede, anello nuziale",éra,
"fede, anello nuziale",anèl de spùsa,
"fede, credo",féde,
federa,fodreghèta,
federa,fodrèta,
federa,ìntima,arcaico
federa (mettere la),ënfodregà,
fegato,fìdëch,arcaico
fegato,figàt,
felce dolce,fèlëch,
felce dolce,fèlës,
felce dolce,raìs dólsa,
felce dolce,regolésia selvaàdega,botanica
felce maschio,filèze,botanica
felce maschio,pà de ìpera,botanica
fellandrio,finòcc d'àiva,botanica
feltro,fèltër,
feltro,pàgn,
femmina (riferito a neonata: pisciona),pisùna,figurativo
femmina del pavone,paùna,ornitologia
fendere,s'cepà,
ferita,ferìda,
"feritoia, spia",bócol,
"feritoia, spia",spîaröla,
fermaglio,fermài,
"fermarsi, sostare",strigàs,arcaico
fermentato,leàt,
fermentazione,ròt,
fermentazione,sobóër,
fermentazione,sobói,
fermentazione del lino,s'cèpa,
fermo,férëm,
fermo,trìgh,arcaico
"ferrana, miscuglio di biade",panighèt,
ferrare,ferà,
ferrivecchi,ratatüa,
ferro,fèr,
ferro battuto,fèr batìt,
ferro crudo,fèr crüd,
ferro da calzolaio,trepé,
ferro da cesello,zigrì,attrezzo
ferro da stiro,fèr de stìr,
ferro da stiro,suprisì,
ferro del focolare (per tener sollevato grosso ceppo perché bruci),caedù,
ferro dolce,fèr dóls,
ferro per fissare il timone,cóngol,
ferro piccolo,ferasì,
ferro sotto l'ala del vomere,strisciànt,
ferrovecchio,argàn,
ferrovecchio,rangòt,
"fertile, arborifero",arborìf,
fessacchiotto,balaöstër,figurativo
"fesso, crepato",crèp,
"fesso, crepato",crepàt,
fessura,sfesüra,
festone,paviù,
fetta grossa,slèmba,arcaico
fetta grossa,slènsa,
fetta grossa,slèpa,
fetta piccola,fetèla,
fettuccia,nìstola,
fez,bòsera,Valtrompia
fiaba,pansànega,arcaico
fiacca,lèsca,
fiacca,lingéra,
fiacchezza,fiachìsia,
"fiacco, floscio",flàp,arcaico
fiammifero,solfanèlo,
fiamminga,piàdena,
fiancheggiare,fianchezà,
fiancheggiare,fianconà,arcaico
fianco,còsta,
fianco,fiànch,
fiaschetta pallini d'archibugio,bàghèt de la trizìa,
fiatare,fiadà,arcaico
fibbia,föbia,
"ficaia, piantagione di fichi",fighér,
ficcare a forza,casà dènter,
ficcare a forza,ëngrögnà,
fico primaticcio,fiùra,
fidarsi,fàga spónda,
fiducia,credènsa,
fiduciario di mandriani,bocadùr,
fiele,fél,
fienile,tabiàt,Valcamonica
fieno,fé,
fieno d'agosto,fé ostanèl,
fieno di marcita,fé de marsìda,
fieno di monte,simiù,arcaico
fieno di secondo taglio,còs,
fieno di secondo taglio,fé segónd,
fieno di settembre,quartiröl,
fieno di terzo taglio,bescòs,Valvestino
fieno di terzo taglio,raaröl,
fieno di terzo taglio,tersöl,
fieno dopo il grano,fé de ströpia,
fieno fermentato,reàt,
fieno maggengo,fé mazèng,
fieno magro di ultimo taglio,cordaröl,arcaico
fiera,féra,
"fifa, paura",föfa,arcaico
figlia,fiöla,
figliare,rasà,
figliare,fa fiöi,
figliastro,fîàstër,arcaico
figliato (ha),rasàt,
figlio,fiöl,
figlioccia,fiòsa,
figlioccio,fiòs,
figliolanza,rasàda,
figura,fügüra,
figura fantasiosa di paura,bào,
figurarsi!,fügüràs!,
figurarsi!,nà a mètër!,
figurino,figürì,
fila di erba tagliata o fieno,téra,
"fila, lunga schiera",tiréna,arcaico
"filaccia, ammasso di fili",filòcc,
filare,filàda,
filare,filù,
filare di gelsi,muréra,
filare dritto,sta 'n rìga,
filastrocca,litanìa,
filastrocca,trengafìla,arcaico
filata,filàda,
filatore,filóns,arcaico
filatrice,filéra,arcaico
filatrice,filónsa,arcaico
filettatura,pàne,
filetto,filadél,
filigrana,arzènt filàt,
filo col piombo,piombì,
filone,córs del  médol,
filone verticale delle miniere,zoncadüra,
filtro,fìltër,
filza,fìlsa,
filza di bottoni,botunéra,
finanziere,finansì,
fincatura,fincadüra,
finchè,ënfinamài,
finestra posta sul tetto,balconéra,
finestrino da capanno,büzaröla,caccia
fingere,fa aparènsa,
fingere,fa apòsta,
fingere,parì,
finimenti posteriori,bràga de caàl,
finimento del cavallo,tabarì,
finimento per la coda del cavallo,cûàl,
"finire una cosa, esaurirla",dàga la giùà,
finisce,fenés,
finocchio,èrba bùna,botanica
finocchio,scartusì,botanica
finto macaco,gnàgno,
fiocco,masèta,
fiocco di neve,falìa,
fiocco di neve,panezèla de név,
fiocina,fròsina,
"fionda, tirasassi",sfronzìna,arcaico
"fionda, tirasassi",tirasàs,
fior d'asino,malàega,botanica
fior di notte,maraèe,botanica
fior di vetro,carolìna,botanica
fior di zucca,fiùr de söca,botanica
fioraia,chèla dei fiùr,
fiordaliso,balsarèza,botanica
fiordaliso,garufulì celèst,botanica
fiordaliso,paradèi,botanica
fiordaliso,scuàe,botanica
fiordilatte,caodelàt,
fiore del lino,fioràsa,
fiore grosso,fiurù,
fioretta del vino,fiùre,
fioretto,pasèt,arcaico
fiorire in abbondanza,sfiorezà,
fioritura del finocchio,màsa de finòcc,botanica
fiorrancino,cristì,ornitologia
fiorrancino,sëntopés,ornitologia
fiorrancino,stilì,ornitologia
fiorrancino,stilì de la Madóna,ornitologia
fiorrancino,signorì,ornitologia
fiorrancino,ücì de bò,ornitologia
fiorume,biöm,
fischiare,sübià,
fischiata,sübiàda,
fischietto,sìfol,
fischietto,sübiöl,
fischietto,sübiulì,
fischio,sìfol,
fischio,sifolàda,
fischione,ciòsa,ornitologia
fischione,garelù,ornitologia
fischione,nedrèla del fiót,ornitologia
fischione,corós,ornitologia
fissazione,fisasiù,
fistilina,lèngua de ca,micologia
fistone turco,capüciù,ornitologia
fistone turco,capüsòt,ornitologia
fistone turco,indiàna,ornitologia
fitta,sfrìs,
fitta di dolore,pìca,
fitta di dolore,sfrisàda,
fitto,spès,
fittone,raizòt,
fiume,fiöm,
fiuta tabacco,tabacù,
fiutare,ösmà,
"fiutare, annusare",nasà,
fiuto,ösma,
flacone,busitì,
flagello (attrezzo di tortura),manìl,attrezzo
flagello (per battere le biade),fièl,
flagello (ranunculus ficaria),spinasìne / stéle,botanica
"flagello, cima della frusta",moscadés,
flanella,fanèla,
flatulenza,lòfa,
flatulenza,vèsa,arcaico
floscio,badàt,arcaico
"focaccetta, schiacciata",schisadèl,
focaccia,chisöl,
focaccia,meàza,arcaico
fochista,foghìsta,
focoso,fogaröl,arcaico
focoso,fugùs,
fodera,födra,
foderato,födràt,
fodero,födër,
foggia,fòza,
foglia,fòja,
fogliame,foaròcc,
fogliata,fojàda,
foglie d'abete,bìghe,Valtrompia
foglie di rapa,raése,
fogna,croàta,arcaico
fogna della nave,aiguaröl,
folaga,fòlega,ornitologia
folata d'aria,réfol,
folata di vento,sbompàda,
folla,fapù,arcaico
folto,fólt,
fondaco,fóndëch,
fondaglio,sgoladüra,
fondere,culà,
fondiglio,màdër,
fondiglio,màdër de l'azèt,
fondo dei calzoni,caalòt de le bràghe,
fondo del vino,scòcia,
fondo di caffè,fondül,
"fondo, profondo",fónd,
foraggio,panèl,
forapaglie,becamèi,ornitologia
forapaglie,canarì,ornitologia
forapaglie macchiettato,mearì,ornitologia
forapaglie macchiettato,menarì,ornitologia
forapaglie macchiettato,paraquàje,ornitologia
forapaglie macchiettato,patüsì,ornitologia
forapaglie macchiettato,risarì,ornitologia
forapaglie macchiettato,rifì,ornitologia
forapaglie macchiettato,tüì,ornitologia
forare,furà,
forbice,fórbis,
forbice,fùrbës,
forbici da potatore,forbizòt,
forca a due denti,ras'cèt,
forca a tre o quattro denti,ràs'cc,
forcella,forsèla,
forcella a zampa di gallina per comprimere raspi d'uva e tenerli bagnati,giuèla,
forcella piccola,fursilìna,
forchetta,perù,
forcina,forchèta,
forcina,forsìna,
forcone da fieno in legno,furcù,
forcone da fieno in legno,furchitù,
forecchia,forbizìna,insetto
forestiera,forèsta,
forestiero,forèsto,
forfora,rösca,
forfora,rözia,arcaico
forfora,spàja,arcaico
forma,déma,
formaggio,formài,
formaggio (mettere il),ëmformajà,
formaggio di Bagolino,formài bagòs,
formaggio duro di montagna,giasöl,arcaico
formaggio magrissimo,gìch,arcaico
formaggio verminoso,formài de tàra,
formicaio,bolegamènt,arcaico
"formicaio, brulichio",formeghér,
formicolio (con),ënformigàt,
fornace,calchéra,
fornace,regàna,
"fornaciaio, che lavora ai forni",fornasì,
fornaio,fornér,
fornello grosso in terracotta,fornèla,
"fornicare, mostrare parti intime",mosà,
"fornicatore, lussurioso",mosù,
fornimenti del cavallo,fornemèncc,
forno,"fùrën, plurale: fùrëgn",
"forosetta, ragazzotta",matèla,
"forra, torrentello",valzèl,
forte,fòrt,
fortigno,fortì,
fortore (odore o sapore forte e sgradevole),fortöm,
fortore (odore o sapore forte e sgradevole),sibuìt,
fortuna,bàza,arcaico
fortuna,borìda,
fortunato,büzù,
fortunato,cül rot,gergo-volgare
foruncolo,brofèl,
foschia del mattino,brüma,
fracassare,smacarà,
fradicio,ëmbrombàt,
fradicio,ëmpiombàt,
fradicio,mis laàt,
fradicio,trabatìt,
fragile,fràgël,
fragile,lizimbrì,
fragiragolo spaccasassi,pesabé,botanica
fragola,maöla,botanica
fragola,amfróla,botanica
fragolone coltivato,maölòt,botanica
frammento,ciapèl,
frana,dragù,arcaico
frana,làina,arcaico
frana,réna,arcaico
franare,renà,arcaico
franata,renàda,arcaico
francobolli,bói,
francolino di monte,franculì,ornitologia
frangente,franguènt,arcaico
frangola,ëmpèrsëche,botanica
frangola,lègn négher,botanica
frangola,onés selvàdëch,botanica
frangola,unizìna,botanica
frantoio,masnìna,
frantumo,frantöm,
frantumo,sfrazèle,
frasca di nocciola,smàdra,Valsabbia
frasca di nocciola,smàndra,
frasca di pino,dàda,
frasca di sostegno (mettere la),ënfrösca,
frasca piccola,fraschèta,
frasca senza foglie,scorbàcc,
"frasca, fronda",frösca,
"frascame, sterpame",brochelàm,
frasche,foaròcc,
fraschetto (fischietto marinaresco per comandare la ciurma),smèrdol,
frassinello,èrba dei cài,
frassino,fràsën,botanica
frassino,öda,botanica
frassino,ornèl,botanica
frassino,öza,botanica
frastornato,ëmburdìt,
frastuono,bordèl,
frate,fra,
frate questuante,fra sercòt,
fratellastro,fradelàstër,
fratello,fradèl,
fraticello,pescaröla,ornitologia
fraticello,pìa pès,ornitologia
"frattaglia, interiora degli animali",fratàlie,
"frattaglia, interiora degli animali",regàglie,
frattazzino,fratasì,
frattazzo,fretàs,attrezzo
freccia,füséra,
freccia della bilancia,giödës de la balànsa,
freddo pungente,frèd che pìa,
"freddo, freddezza",fridüra,
fregare,fregà,
fregare,strögià,
fregarola,sanguanì,pesce-pesca
fregarsene,ëbüzeràsën,
fregatura,ciaàda,
fregola,fréga,
fremulo,filadèl,anatomia
fremulo,filèt de la lèngua,anatomia
frenato,ëmbranàt,
frequente,spès,
fresatrice,frésa,attrezzo
freschino,fridulì,
fretta,frèsa,
"fretta, velocità",ónda,
frettolosamente,en frèsa frisù,
frettolosamente,piö prest che 'n frèsa,
frettoloso,fresùs,
"friabile, che si sbriciola",sfràgol,
friggere,sfrìzër,
"frinfrino, bellimbusto",gingì,arcaico
fringuello,franganì,ornitologia
fringuello,frànguën,ornitologia
fringuello,frànguën ostanèl,ornitologia
fringuello alpino,"columbì, frànguën de la név, ozél biànch",ornitologia
fringuello giovane,finciarì,ornitologia
frinire (verso della cicala),cantà de la sigàla,
friscello,olàdiga,
frittella,"frétola, frìtola",
fritto,frütüra,
frivola,sbeséta,
frizione,frisiù,
frizzantino,"frisantì, rasintì",
frodare,sfrüzà,
frodatore,sfrüzadùr,
"frode, inganno",balduìna,arcaico
frodo,sfrüs,
frollino,frul,
fronda ritorta,torciöl,
fronte,frut,
frontone,préda del camì,
fronzolo,falpalà,arcaico
frosone,"becù, frisù, schisanösöle, sfrisù",ornitologia
frottola,"bàgola, strambòt, balotàm",
frugacchiare,rögatà,
"frugare, rovistare",rügà,
frugata,rügàda,
"frugoletto, bambinello","bagatèl, spaciüghì, tapatì",
frullino,becadilì,
frullino,fröl,arcaico
frullino,quaciù,ornitologia
frullino,molinèl,
frumento,formènt,
frusta,"frösta, scùria, sfèrsa",
frustare,scorbacià,
"frustare con la ""stròpa""",stropezà,
frustare con la verga,sverzelà,
frustata,scuriàda,
frustato,sfersàt,
frustino,"früstì, scuriadì",
frusto,fröst,
frustrazione,früstrasiù,
frutta,fröta,
frutti dell'erba rena,gazète,botanica
fruttiera,frötera,
fruttivendolo,frötaröl,
frutto,fröt,
frutto che cade immaturo,crödaröl,
frutto danneggiato dalla nebbia,envölömàt,
frutto della romiglia o bagolaro,rümigì,
fucile,"fuzìl, s'ciòp",
fucile ad avancarica,foghì,arcaico
fucile carico,s'ciòp cargàt,
fucile da caccia,centràl,arcaico
fucilino di sambuco,s'ciopèt,gioco
fucina,füzìna,
fucinatore,füzìnadùr,
fuco,àa selvaàdega,
fucsia,fùsia,botanica
fuggire di corsa,spesà,gergo-volgare
fuggire di corsa,menà,figurativo
fuggire di corsa,scapà,
fuggire di corsa,tarelà,gergo-volgare
fuliggine,"calì, calözën, fölözën",
fuliggine (sporcare di),strözër,
fuligginoso,"ströt, ënfrüzinàt",
fulmine,saèta,
fulmine,sömelèch,
fumaiolo,fömaröl,
fumare,fömà,
fumare,carbunà,gergo-volgare
fumaria o fumosterno,fómaria,botanica
fumaria o fumosterno,funstèrën,arcaico
fumetti,fömècc,
fumo,föm,
fumo denso,calìsna,
fumosità,fömére,
funambolo,balarìde córda,
fune,andighér,arcaico
funerale,"mortóre, òbit",
funerale di bambino,ubitì,
fungaia,"màcia de fóns, pòsta",
fungo,fóns,
fuochista di fucina,braschì,arcaico
fuoco,föch,
fuori,"fò,  föra",
fuori ora,stresùra,
"fuori proposito, fuori tema ",zó de mèrit,
furbacchione,fürbaciù,
"furbastro, cattivo",canàola,arcaico
furbo,balòs,
furfante,balàndër,
furfante,balduì,arcaico
furfantello,spiömèta,
furfantello sul conto,scamunì,
"fusaggine, corallini","biritìne de prét, capilìne de prét, lègn quadràt",botanica
fusaioli,füsaröle,caccia
fusaioli,ràche,caccia
fuscello,böschèta,
fuscello,brochèl,
"fuscello, filo d'erba o di paglia",bösca,
fuso  (attrezzo rotondo da applicare al fuso per farlo roteare),berlafüs,
fuso della lanterna,brasöl del carèl,
fuso per filare,brasöl del tornèl,
fustagno,pegnolàt,arcaico
fustella,forèta,arcaico
fusto d'albero atterrato,trözòt,arcaico
fusto del granoturco,melgàs,
fusto del granoturco,melgòt,arcaico
gabbano (giaccone largo e lungo),gabàna,
gabbare,gabolà,
gabbare,ozelà,figurativo
gabbato,büzeràt,
gabbia,gàbia,
gabbia,gabiöla,
gabbia (dove si mettono gli animali ammalati),àrla,
gabbia grande per uccelli,gabiotèl,
gabbia lunga per tordi,coridùra,
gabbianello,fanculì,ornitologia
gabbianello,gabià picinì,ornitologia
gabbianello,rè de sîöle,ornitologia
gabbiano,becamórcc,ornitologia
gabbiano,brüzapólvër,ornitologia
gabbiano,cochèl,ornitologia
gabbiano,colombìna de mar,ornitologia
gabbiano,fanèla,ornitologia
gabbiano,gabiàgalbàgn,ornitologia
gabbiano,gàbör,ornitologia
gabbiano,margù,ornitologia
gabbiano,sardenàr,ornitologia
gabbie (complesso di gabbie),bàzol,
gabinetto,camerì,
gaggia,gazìa,botanica
gagliardo,ëntresàt,
gagliardo,gajàrd,
"gala, fiocco",falpalà,arcaico
galantuomo,galantòm,
"gallare, fecondare le uova",galà,
galleggiare,galezà,
galleggiare,sta a sìma,
galletto,galèl,
galletto,galilì,
gallina,cùra,arcaico
gallina,tìda,arcaico
gallina faraona,faraùna,
gallina mugellese,mîaröla,
gallina padovana,padoàna,
gallina prataiola,corlöch,ornitologia
gallina prataiola,galinàsa de mónt,ornitologia
gallina prataiola,galinèta,ornitologia
gallina prataiola,gotàrd,ornitologia
gallina prataiola,utàrda,ornitologia
gallinaccio,galüsì,micologia
gallinella d'acqua,galinàs d'aqua,ornitologia
gallinella d'acqua,galinàsa,ornitologia
gallinella d'acqua,pisòt,ornitologia
gallinella d'acqua,pisù,ornitologia
gallinella d'acqua,viatàra gòfa,ornitologia
gallinella d'acqua,rè de girardìne,ornitologia
gallo cedrone,gal selvàdëch,ornitologia
gallo cedrone,pulì selvadëch,ornitologia
gallo cedrone,sedrù,ornitologia
gallo forcello,gal forsèl,ornitologia
gallo forcello,galinàsa de mónt,ornitologia
gallo forcello,padrùna,ornitologia
gallo mal evirato,galarà,
gallo mal evirato,galaròt,
gallozzola,bocàla,
gamba lunga,gambìrlo,
gamba lunga,sgàrla,
gamba lunga,sghèrlasghìrla,
gambale,gambàl,
gambale,pedül,arcaico
gambale,stîalù,
gambecchio,becadilìna de làgh,ornitologia
gambetta,sgarlèt,
gambo,gàmb,
ganascione,ganasù,
gancetto,gancitì,
gancetto,rampinèl,
gancio,rampì,
gancio del roncolone,felèpa,
gancio del roncolone,rampìna,
ganghero,gànghër,
garbuglio,garbói,
garofanella,èrba bënëdèta,botanica
garofanella,garofolàda,botanica
garofanella,garofolàda de fòs,botanica
garofanella,garofolàda de mónt,botanica
garofano,garófol,botanica
garofano selvatico,garufulìna,botanica
garzetta,airunsì,ornitologia
garzetta,gàrza biànca,ornitologia
garzetta,smàrga,ornitologia
garzone,bócia,
garzone,galöp,arcaico
garzone,pìcol,
garzone di mugnaio,menasàch,
gassato,ëngasàt,
gattaiola,büzaröla del gat,
"gattuccio, sega",forèta,arcaico
gavetta,gaèta,
gavetta,gamèla,
gazza nocciolaia,chèca,ornitologia
gazza nocciolaia,gàza nösöléra,ornitologia
gazza nocciolaia,négra,ornitologia
gazza nocciolaia,golanàs,ornitologia
gazzarra,caciàra,
"gelatina, diminutivo di gelata",zeladìna,
gelato,sorbèto,arcaico
gelato,zelàt,
gelo,blèma,
gelo,zél,
geloni,piözèi,
gelso,mùr,botanica
gelsomino,gösmìna,botanica
gemello,zemèl,
"gemma, germoglio",böt,
"gemma, germoglio",càlma,
genero,zènër,
gengiva,zenzìa,
genitali,bàle,
genitali,batisì,gergo-volgare
genitali,còche,gergo-volgare
genitali,cojóni,
gennaio,zenér,
gente,zènt,
gente,zét,arcaico
genziana,ansiàna,botanica
genziana,campanèla,botanica
genziana,clöche,botanica
genziana,gensiàna,botanica
genziana,s'ciòpole,botanica
genziana punteggiata,gensiàna fàlsa,botanica
genzianella,ansianìna,botanica
genzianella,càlse de ciöch,botanica
genzianella,clòche,botanica
genzianella,röbàga,botanica
genzianella,s'ciòpa,botanica
genzianella,s'ciòpoi,botanica
genzianella di primavera,ansianèla,botanica
gerani,secüta rósa,botanica
"gerani, erba roberta",èrba de san Ròch,
geranio sanguigno,gerànio de prat,botanica
gergo dei pastori,gaì,
gerla,zèrla,
gerla di vimini,zèrlo,
gerla di vimini piccola,zërlèt,
gerlo,casöl,
germano reale,nèdra,ornitologia
